timestamp,open,high,low,close,volume,datetime,max_close_change,target_bin,hr
1668988800000,16279.5,16295.0,16123.01,16268.73,14167.43968,2022-11-21 00:00:00,-3.8061360659375327,0,0
1668992400000,16268.12,16283.06,16191.0,16214.15,7872.39775,2022-11-21 01:00:00,-3.4823287067160424,0,1
1668996000000,16214.15,16219.99,15905.88,16010.7,23043.32117,2022-11-21 02:00:00,-2.2558663893521227,0,2
1668999600000,16010.31,16110.55,15897.15,16073.75,17133.0721,2022-11-21 03:00:00,-2.639272105140366,0,3
1669003200000,16073.15,16319.0,16064.22,16149.97,18837.79424,2022-11-21 04:00:00,-3.0987673661313235,0,4
1669006800000,16149.34,16234.66,16138.97,16228.09,8403.74792,2022-11-21 05:00:00,-3.5652378067905692,0,5
1669010400000,16228.09,16256.16,16082.0,16091.53,11091.7628,2022-11-21 06:00:00,-2.7468488080375217,0,6
1669014000000,16091.53,16150.0,15955.99,16039.73,12829.28326,2022-11-21 07:00:00,-2.4327716239612456,0,7
1669017600000,16040.73,16068.13,15992.14,16035.42,9731.71632,2022-11-21 08:00:00,-2.4065475054597862,0,8
1669021200000,16035.87,16169.52,15964.0,16112.48,16084.11695,2022-11-21 09:00:00,-2.8733006961063667,0,9
1669024800000,16111.77,16153.9,16058.63,16131.26,9631.50436,2022-11-21 10:00:00,-2.9863755218129255,0,10
1669028400000,16131.25,16154.99,16055.82,16084.42,8791.26747,2022-11-21 11:00:00,-2.703858765190163,0,11
1669032000000,16084.42,16140.95,16025.42,16113.86,8491.57154,2022-11-21 12:00:00,-2.881618681060901,0,12
1669035600000,16113.86,16284.0,16098.83,16175.95,14566.23991,2022-11-21 13:00:00,-3.2543992779404007,0,13
1669039200000,16176.56,16250.0,16146.21,16163.83,10824.2365,2022-11-21 14:00:00,-3.181857270213801,0,14
1669042800000,16163.83,16175.23,16109.74,16130.45,8677.70192,2022-11-21 15:00:00,-2.9815039258049234,0,15
1669046400000,16130.45,16139.19,15906.52,16032.24,19529.3303,2022-11-21 16:00:00,-2.3871898125277524,0,16
1669050000000,16032.24,16075.59,15977.77,16015.22,10845.23657,2022-11-21 17:00:00,-2.2834528654617228,0,17
1669053600000,16015.22,16040.53,15930.0,15971.36,12433.72132,2022-11-21 18:00:00,-2.015107041604473,0,18
1669057200000,15971.36,16006.38,15589.68,15722.98,23509.49356,2022-11-21 19:00:00,3.2965760943536133,4,19
1669060800000,15721.51,15894.74,15709.76,15785.27,15789.22091,2022-11-21 20:00:00,2.8889591372209584,4,20
1669064400000,15785.27,15852.24,15476.0,15649.52,17912.033913,2022-11-21 21:00:00,3.781457833850488,4,21
1669068000000,15648.23,15869.41,15614.96,15740.27,15458.33805,2022-11-21 22:00:00,3.1831093113396323,4,22
1669071600000,15739.38,15857.07,15726.38,15781.29,8442.44924,2022-11-21 23:00:00,2.9149074632048357,4,23
1669075200000,15781.29,15967.76,15746.16,15866.48,12895.32049,2022-11-22 00:00:00,2.362338716589941,4,0
1669078800000,15866.48,15899.92,15800.0,15812.06,7380.93322,2022-11-22 01:00:00,2.714636802541856,4,1
1669082400000,15812.06,15920.33,15770.01,15900.14,9765.2903,2022-11-22 02:00:00,2.145641484917742,4,2
1669086000000,15900.14,15927.37,15833.6,15847.82,7245.21526,2022-11-22 03:00:00,4.193762927645563,4,3
1669089600000,15848.53,15868.0,15800.03,15822.79,5679.00944,2022-11-22 04:00:00,4.82696161675658,4,4
1669093200000,15822.79,15882.87,15773.78,15803.9,7397.45913,2022-11-22 05:00:00,4.952258619707791,4,5
1669096800000,15804.23,15821.71,15661.0,15687.47,11889.32461,2022-11-22 06:00:00,5.7311982110563395,4,6
1669100400000,15687.47,15781.34,15616.63,15760.42,9883.54282,2022-11-22 07:00:00,5.241801931674404,4,7
1669104000000,15760.42,15769.99,15660.0,15729.98,10185.45339,2022-11-22 08:00:00,5.445461469118205,4,8
1669107600000,15729.98,15775.69,15669.24,15687.97,7744.25265,2022-11-22 09:00:00,5.727828393348534,4,9
1669111200000,15687.97,15824.16,15661.21,15797.3,8309.59152,2022-11-22 10:00:00,4.9961069296651965,4,10
1669114800000,15796.44,15816.09,15701.0,15747.88,8048.25731,2022-11-22 11:00:00,5.483722253408088,4,11
1669118400000,15747.88,15863.2,15683.33,15836.41,12635.59884,2022-11-22 12:00:00,4.894038484732341,4,12
1669122000000,15835.3,16218.0,15827.55,16171.01,27127.36661,2022-11-22 13:00:00,2.7236394016205576,4,13
1669125600000,16171.01,16218.0,16039.88,16117.28,14432.79801,2022-11-22 14:00:00,3.066088074414542,4,14
1669129200000,16117.28,16315.0,16113.88,16241.3,15824.169,2022-11-22 15:00:00,2.2790663308971664,4,15
1669132800000,16241.3,16290.27,16153.71,16171.69,10774.90417,2022-11-22 16:00:00,2.7193199968587094,4,16
1669136400000,16171.69,16209.88,16060.01,16081.97,9054.79582,2022-11-22 17:00:00,3.2923827118195184,4,17
1669140000000,16080.84,16174.23,16049.87,16140.29,9163.17157,2022-11-22 18:00:00,2.9191544885500806,4,18
1669143600000,16139.44,16246.34,16100.82,16168.38,9022.86922,2022-11-22 19:00:00,2.74034875479177,4,19
1669147200000,16167.49,16193.07,16128.0,16135.92,5643.54363,2022-11-22 20:00:00,2.9470275013758167,4,20
1669150800000,16134.85,16180.0,16085.54,16147.13,6442.72592,2022-11-22 21:00:00,2.912839619176919,4,21
1669154400000,16145.77,16254.99,16100.68,16184.9,6424.96746,2022-11-22 22:00:00,2.6726763835426945,4,22
1669158000000,16186.0,16235.61,16156.5,16226.94,6577.50584,2022-11-22 23:00:00,2.406676797966842,4,23
1669161600000,16227.96,16261.58,16168.26,16183.16,7944.06412,2022-11-23 00:00:00,2.6837156649257703,4,0
1669165200000,16183.16,16234.6,16160.2,16220.74,6708.24993,2022-11-23 01:00:00,2.4458193645912663,4,1
1669168800000,16220.74,16570.02,16213.04,16512.44,23413.55565,2022-11-23 02:00:00,1.4255312964044264,3,2
1669172400000,16512.44,16593.8,16462.2,16586.55,12227.50795,2022-11-23 03:00:00,-1.520509087182078,1,3
